uid,sid
17,191
409,207
182,604
42,502
226,53
442,188
37,290
49,89
404,247
446,506
525,815
516,1094
38,986
465,870
27,644
501,549
498,148
10,977
384,601
365,118
122,36
463,338
471,99
379,27
38,583
52,70
394,197
161,10
501,1265
183,702
65,676
102,908
417,324
326,519
55,375
346,855
37,299
158,931
121,33
129,1088
192,497
454,141
49,336
252,86
103,538
202,77
366,190
175,413
413,23
186,108
457,955
127,435
296,289
236,185
117,361
343,438
82,751
400,130
470,1092
487,1028
428,1054
24,57
214,527
340,423
12,566
394,758
457,403
392,552
193,199
512,406
237,1036
476,510
245,666
187,101
349,117
378,48
181,166
434,310
476,431
504,337
442,108
13,707
406,186
434,367
406,517
339,24
393,433
455,406
311,356
110,472
497,578
184,203
460,49
417,289
458,281
353,1407
364,50
90,827
264,1467
19,191
442,633
91,895
111,796
516,36
367,664
454,1259
526,331
469,238
418,217
48,635
486,719
454,9
491,833
28,73
341,1172
496,220
417,1005
109,950
179,160
30,189
297,98
169,191
124,52
467,347
276,269
413,39
439,523
15,81
447,49
20,891
15,877
311,191
162,11
440,75
90,846
450,767
517,104
501,357
447,56
388,574
76,749
516,705
342,219
396,440
396,647
9,295
409,363
489,14
486,269
92,86
223,31
431,695
505,317
162,1215
216,157
352,357
434,100
55,1104
409,922
387,124
467,643
483,305
491,926
421,373
19,148
474,568
117,124
363,239
363,431
453,79
90,534
402,70
88,822
489,198
487,320
315,472
343,783
388,818
404,61
310,174
83,181
58,240
54,182
269,139
117,392
431,143
65,250
489,12
163,206
281,43
470,329
413,235
70,475
416,43
54,106
174,600
22,779
226,105
5,24
374,513
161,364
487,573
144,77
75,298
258,144
157,305
496,435
11,403
68,748
342,216
126,238
450,337
506,719
211,572
501,621
513,357
153,1056
145,242
167,360
528,503
118,13
442,432
469,860
528,1180
83,230
28,267
516,235
38,1047
333,649
461,148
295,1115
318,116
379,1105
434,96
529,360
38,290
495,1069
58,254
496,150
434,143
431,895
496,1031
226,57
335,1215
123,247
421,162
47,189
98,220
523,423
55,390
181,656
428,447
404,1163
102,362
421,150
58,1398
491,503
311,153
454,191
503,704
15,855
12,20
91,16
504,293
485,627
384,468
489,401
124,307
341,623
457,24
413,226
349,1184
353,166
181,425
205,497
22,1071
333,276
90,935
442,8
162,587
176,881
444,136
404,5
470,192
55,552
313,297
392,729
432,595
276,719
13,191
387,532
230,928
377,389
138,315
62,204
110,492
410,325
409,86
217,139
402,135
352,73
210,612
387,518
377,99
26,543
114,363
505,201
491,474
162,496
87,146
10,314
503,507
519,87
248,817
375,476
387,557
195,1313
341,1325
440,274
228,937
384,96
523,849
59,220
348,436
254,108
402,1470
364,236
497,268
487,88
446,801
274,1229
448,139
20,695
513,60
376,831
133,858
421,438
15,79
463,685
18,146
254,496
43,54
496,607
428,23
483,288
5,156
126,468
442,544
24,725
463,799
501,87
285,647
464,471
3,555
375,318
199,1
478,278
417,962
115,613
384,949
379,112
239,860
171,175
311,587
496,294
9,337
342,52
202,201
285,283
114,449
417,54
384,300
361,256
364,239
162,749
315,427
377,56
329,1471
379,818
264,406
68,465
110,217
516,291
491,796
139,53
67,946
523,166
366,971
92,394
98,9
332,587
15,368
70,494
479,6
416,305
498,79
470,576
421,204
11,133
430,625
365,112
188,642
487,931
202,26
15,92
75,271
309,291
454,1171
478,695
366,758
118,960
443,755
18,82
471,319
387,729
268,881
448,324
17,646
462,280
377,260
450,438
516,26
184,518
493,157
517,497
341,423
476,839
253,166
402,832
102,67
58,251
448,695
519,492
169,770
477,363
376,480
409,794
504,288
463,355
55,288
18,244
413,177
19,588
430,1410
71,431
76,532
311,992
530,1307
417,43
499,82
457,12
409,22
413,938
169,22
467,52
233,549
159,629
182,254
434,390
60,479
406,795
442,384
145,77
311,470
402,1345
511,264
121,131
439,1102
500,291
523,417
226,137
104,897
359,103
409,528
369,682
421,534
264,164
364,687
489,338
192,254
8,571
309,231
332,693
10,529
409,945
447,156
448,60
245,68
129,973
477,278
479,547
434,377
402,1080
35,1023
471,324
127,382
312,311
379,538
90,392
173,735
487,551
421,365
343,140
58,205
402,345
377,174
405,158
386,387
405,644
122,108
54,1019
17,676
366,191
248,367
491,363
348,130
447,1397
8,856
176,216
499,1081
110,1472
76,516
448,208
312,1453
23,208
500,238
269,60
517,103
23,46
15,240
127,656
192,506
457,389
217,719
515,925
15,158
63,517
153,479
68,479
367,142
120,23
70,10
28,158
42,594
409,227
512,1104
92,613
465,935
421,333
369,316
453,799
460,661
58,718
234,98
165,53
491,1353
472,427
88,392
518,151
30,53
413,110
312,347
37,608
73,76
287,403
115,1
422,484
530,357
469,665
491,973
26,757
465,873
468,34
68,250
471,405
37,444
479,973
405,96
409,1112
428,79
498,151
88,199
37,467
254,1115
98,1016
445,420
214,216
81,193
434,734
478,1163
90,720
440,289
26,527
47,136
491,172
479,1237
374,764
32,1276
364,932
260,920
405,24
114,1127
93,338
60,625
188,52
499,767
253,178
38,122
504,1
129,660
371,31
325,207
67,471
182,211
98,338
476,220
353,390
42,52
409,415
431,377
476,136
501,172
32,525
349,51
375,617
246,21
471,849
453,612
394,738
249,23
154,169
478,700
66,594
424,1473
363,140
413,437
98,682
15,583
73,182
428,554
3,207
491,480
374,367
519,191
494,229
129,36
96,399
340,178
487,543
224,75
22,242
479,456
17,633
73,112
426,87
12,536
395,280
447,470
489,852
158,10
281,269
470,1054
409,801
102,589
138,238
75,61
164,719
366,800
166,700
48,719
202,247
215,447
402,1266
23,258
333,242
60,574
386,568
454,12
207,375
325,660
516,1474
393,408
182,356
150,289
70,781
387,784
117,347
254,195
406,638
199,807
98,184
26,14
315,118
467,920
7,389
523,100
442,397
181,239
264,683
42,663
250,471
467,770
454,83
483,156
23,323
342,849
430,454
336,357
43,613
375,405
462,325
264,975
117,68
268,652
446,29
100,658
38,1475
479,1016
429,280
516,1401
496,487
478,712
6,378
466,24
58,875
489,220
151,34
45,979
378,571
16,257
327,814
378,273
491,216
184,357
413,386
233,568
368,900
496,11
238,719
440,241
531,24
418,260
516,29
450,10
121,581
76,267
3,321
97,144
337,175
421,361
75,675
341,95
8,112
520,600
132,31
151,417
402,1052
532,101
458,51
71,136
38,49
48,222
153,231
378,133
33,273
509,531
479,464
511,307
19,377
148,11
15,960
214,118
52,50
516,703
117,408
20,679
7,49
47,320
471,435
129,349
379,662
212,751
433,1067
468,260
528,433
331,608
413,500
504,175
522,390
283,1354
17,365
390,864
325,289
409,432
402,1476
229,346
35,1102
430,583
35,1434
457,409
470,175
51,56
63,232
402,802
433,774
98,233
474,184
60,669
207,89
437,794
402,1385
2,179
184,411
68,14
503,140
131,915
496,872
464,433
516,125
443,187
450,45
450,931
38,1083
315,347
120,68
90,460
128,102
54,22
116,31
531,289
342,373
48,103
181,172
447,498
52,57
434,78
428,95
470,98
491,309
531,982
116,748
387,267
37,285
377,485
477,29
530,776
11,433
20,408
455,9
465,956
444,647
392,17
531,58
497,1257
432,297
65,455
184,687
46,552
421,297
75,1039
499,60
468,188
408,117
173,113
353,209
85,695
435,178
528,471
376,956
131,91
41,315
447,130
384,55
479,191
454,367
150,660
409,268
333,273
144,157
453,740
96,1013
116,631
336,230
445,928
333,253
485,252
177,98
530,89
533,209
23,561
327,245
421,287
71,829
336,321
210,40
96,669
243,257
379,311
94,200
528,795
350,767
76,79
496,24
151,822
476,342
499,695
529,184
384,29
402,1477
479,162
39,78
52,242
162,656
442,586
463,553
119,65
325,374
238,23
516,57
131,113
100,488
100,299
136,456
376,666
80,66
103,136
350,139
142,289
35,1421
207,456
479,405
28,179
61,613
192,395
472,661
116,895
521,1421
431,1348
501,355
130,298
523,207
391,695
19,56
162,205
30,337
30,181
423,187
18,978
149,362
491,18
454,710
64,57
454,698
45,239
43,486
530,228
20,1281
423,420
430,160
136,719
523,832
117,79
87,450
90,345
183,200
476,583
142,641
339,76
114,638
104,862
405,14
182,492
461,1171
91,682
75,236
24,475
85,403
309,60
471,82
254,581
491,182
402,758
117,633
504,491
81,244
27,392
311,323
531,109
476,896
313,161
494,509
9,694
9,767
165,652
75,198
175,314
442,546
13,716
80,629
531,129
58,838
366,392
41,433
391,213
102,221
530,117
333,57
309,156
508,24
167,175
462,824
480,153
80,380
409,168
343,345
43,166
8,289
484,861
76,10
329,216
484,675
369,994
300,274
19,5
226,125
15,751
269,609
175,1035
496,56
318,1004
23,295
65,197
335,226
338,339
316,577
284,305
369,127
448,153
33,102
17,357
58,26
75,1478
186,820
95,480
26,34
239,858
140,571
226,240
82,492
88,1058
70,794
534,62
181,423
500,112
63,702
491,456
531,71
499,646
471,1359
342,161
15,242
491,79
428,740
491,232
454,299
496,124
364,114
384,174
530,350
35,536
80,856
214,541
530,629
440,83
528,189
428,85
404,242
463,60
532,17
504,442
485,608
402,683
150,125
37,945
47,261
76,476
135,1023
120,1
181,1054
81,231
111,417
434,338
278,273
311,923
25,555
535,336
138,552
427,1315
190,235
423,1015
428,444
382,881
428,543
377,1077
209,72
402,913
409,394
402,811
423,243
512,133
455,647
335,873
516,174
12,492
52,473
523,959
162,231
499,135
499,1008
534,1211
248,258
128,734
36,157
54,923
248,434
457,350
335,267
410,184
416,58
447,860
491,338
392,968
75,1386
50,824
311,669
506,269
20,652
68,1
319,17
441,695
413,217
18,1228
77,144
477,177
531,906
442,160
409,1433
461,100
429,1479
8,39
394,334
446,599
127,254
495,660
478,1480
379,305
114,310
404,292
127,403
169,547
65,239
462,311
447,315
503,144
41,57
162,59
311,808
224,675
139,657
238,189
468,1481
223,647
67,1295
493,1461
444,534
18,614
114,284
279,36
38,172
116,864
68,388
96,781
342,60
62,1034
484,387
17,502
388,331
447,66
447,1016
115,644
147,24
277,95
405,705
468,321
442,216
483,754
12,217
498,356
318,278
377,515
103,613
140,161
29,497
83,601
365,284
208,25
439,452
369,356
37,614
65,1223
292,652
364,47
335,53
129,283
65,458
114,100
111,893
467,549
450,387
41,669
434,518
256,6
485,1103
248,544
248,769
492,182
285,372
477,510
312,52
364,96
520,1067
52,1090
14,400
502,157
105,328
137,115
257,346
55,456
284,177
442,1142
117,504
356,464
404,492
86,1077
53,23
453,573
448,351
51,112
387,217
377,730
428,551
428,886
534,601
121,347
178,1066
2,166
364,521
499,471
489,527
434,175
41,109
131,618
98,111
447,201
173,862
498,719
379,832
87,331
442,506
153,468
69,296
91,211
491,938
164,245
58,499
339,242
496,161
38,136
469,157
110,98
391,299
52,34
226,629
90,320
202,66
491,367
144,140
341,433
318,51
442,32
535,158
493,896
228,435
366,56
147,70
402,604
87,926
72,613
384,546
394,1028
167,242
499,1105
406,108
409,1105
264,935
313,505
100,772
43,172
491,431
19,546
313,271
181,168
417,5
402,953
402,423
432,31
530,257
454,49
24,363
402,792
105,438
310,474
340,1294
479,244
119,155
182,256
496,767
102,1014
72,632
396,98
8,623
348,57
342,285
46,302
534,594
35,771
504,492
442,300
439,239
58,420
207,68
347,25
500,212
366,223
501,618
295,753
19,303
353,881
86,95
111,367
343,227
10,323
390,216
492,264
485,641
57,614
470,249
81,293
437,694
528,1097
202,24
191,166
478,960
496,295
534,1083
104,228
271,267
41,873
83,409
404,767
387,461
182,506
100,527
187,668
528,239
445,519
18,65
18,444
139,623
504,693
404,822
108,732
304,112
445,585
413,549
83,217
479,556
5,10
95,342
501,11
353,394
26,181
54,633
353,14
492,280
536,131
402,591
534,137
462,594
522,1023
516,267
491,156
142,72
45,24
499,1122
478,608
11,449
437,946
68,694
95,299
118,34
38,978
181,557
405,842
457,935
387,345
323,130
67,274
481,734
18,1196
447,867
353,36
339,386
28,5
537,150
80,1069
376,594
506,585
442,1210
478,955
30,232
534,517
52,311
339,571
448,574
440,174
60,26
416,798
508,235
75,799
530,51
427,101
194,413
379,194
492,113
507,60
367,513
120,178
499,154
308,254
96,191
413,289
482,320
181,435
182,491
110,194
8,244
121,476
523,431
420,98
15,103
22,273
364,303
513,391
179,103
406,99
310,469
388,214
478,403
516,913
531,199
39,657
450,12
358,527
325,633
427,1
90,256
232,24
501,230
71,180
481,340
35,171
116,437
333,260
467,275
428,705
356,120
90,953
531,475
384,656
43,495
453,59
364,22
76,1036
455,29
387,11
311,161
396,449
472,139
428,794
499,102
12,79
117,140
490,177
37,994
77,113
471,60
534,371
534,506
534,145
24,492
450,28
52,896
504,214
304,179
353,449
148,702
511,592
421,492
534,225
203,807
68,68
494,567
516,492
455,1206
453,767
200,357
341,358
365,612
391,309
489,540
462,589
455,356
249,102
349,851
404,181
55,61
509,25
5,220
243,148
450,1015
303,51
80,1233
430,660
531,264
19,25
43,901
453,239
519,221
498,221
437,82
439,1483
428,177
387,216
63,613
523,514
100,17
348,319
210,180
17,866
404,656
156,694
172,509
442,480
460,73
221,695
73,801
375,67
468,508
22,89
538,292
496,568
90,20
18,156
524,745
161,177
46,1023
389,52
242,151
154,275
309,201
493,229
409,781
519,49
116,156
208,156
487,1134
531,512
301,613
238,1082
126,198
52,870
354,289
447,244
534,681
517,189
23,67
293,72
17,474
54,310
487,74
45,182
516,971
462,368
82,355
431,560
196,381
47,153
169,157
110,382
394,590
174,695
333,506
100,405
333,96
239,503
353,369
110,752
90,552
352,725
24,271
38,216
88,366
392,323
463,963
402,1481
254,692
47,499
19,949
339,1
23,309
429,95
333,1016
402,556
342,427
534,292
60,498
386,364
491,101
404,47
318,381
175,175
127,336
375,169
116,332
67,347
421,572
242,513
533,491
10,472
151,501
68,350
518,246
61,382
402,462
19,122
504,290
508,200
24,647
450,86
88,67
536,496
17,356
439,285
37,480
475,68
489,583
82,960
508,229
111,357
402,599
6,102
75,158
179,216
271,695
314,94
471,353
246,311
135,360
44,608
340,485
511,0
24,783
485,594
226,297
78,29
364,307
285,414
95,471
333,14
413,1070
138,749
446,247
516,189
457,278
519,474
348,133
239,948
105,432
242,536
308,411
383,140
467,1160
47,382
453,102
24,820
369,28
414,216
431,161
70,100
500,269
349,252
463,320
538,678
60,221
394,809
387,57
65,137
479,95
144,153
353,153
286,40
163,144
534,355
159,195
440,591
534,260
135,280
528,664
238,327
432,140
176,462
437,862
523,654
488,566
493,182
156,254
100,676
308,94
523,842
37,36
83,874
138,657
539,197
23,240
394,50
35,934
353,684
20,229
501,509
378,137
491,87
7,97
139,273
397,767
476,22
523,102
358,371
402,1453
92,309
391,95
531,389
421,601
409,433
62,594
465,133
358,137
181,309
97,83
22,50
440,513
68,553
94,288
10,329
501,311
123,77
121,75
53,1108
89,502
56,153
129,864
37,49
387,781
504,47
68,25
90,693
67,458
88,288
431,716
10,101
262,1000
30,1113
488,34
23,235
145,1237
467,859
357,630
453,65
169,280
421,623
501,320
394,1004
534,56
139,389
384,321
501,293
15,1485
442,649
496,166
402,1234
340,179
207,15
476,79
310,549
400,860
373,531
129,421
19,705
23,394
523,85
499,220
340,697
101,68
480,10
402,375
448,70
489,476
41,1486
528,690
447,1241
24,621
362,338
120,165
387,598
384,191
3,1076
75,482
223,49
500,629
333,103
67,253
75,371
467,734
341,92
540,92
369,735
428,106
32,241
535,525
91,231
343,746
532,147
98,670
483,657
411,700
394,55
394,29
539,12
121,490
114,433
68,322
481,581
396,676
467,1051
530,17
200,340
322,944
176,622
454,561
45,109
116,77
483,686
464,239
99,524
409,554
80,512
37,1281
129,457
43,935
9,618
462,491
343,324
52,160
394,514
159,203
329,778
455,104
40,715
455,682
328,561
85,96
139,529
245,306
207,554
405,707
18,1176
476,177
168,376
111,180
504,24
523,181
493,1357
434,1338
25,155
166,117
437,297
363,273
302,793
58,655
167,630
535,140
194,293
453,260
407,652
467,204
92,191
41,286
504,229
538,105
478,1435
68,220
3,934
90,115
254,21
262,466
530,355
22,108
23,1344
541,98
41,501
388,960
295,687
368,552
542,347
15,98
409,860
361,215
184,66
9,723
47,472
100,1092
95,600
530,510
496,518
491,139
47,944
366,569
240,189
68,629
39,17
307,343
387,26
79,1172
404,227
53,502
120,445
421,649
43,706
392,591
38,296
117,143
455,77
32,852
369,338
304,0
75,767
333,112
325,284
528,480
432,150
67,309
345,23
406,702
470,820
83,777
237,452
121,568
394,279
454,458
88,236
417,331
409,351
420,490
83,629
193,239
296,89
428,83
363,408
520,491
103,703
342,351
409,1281
397,490
534,876
3,540
409,683
530,243
402,1185
10,531
447,220
505,557
458,224
530,597
246,472
49,403
536,471
303,33
530,211
343,864
409,547
327,371
538,200
270,672
394,56
116,719
205,757
7,68
396,630
387,919
476,561
162,512
226,864
265,200
52,392
430,622
476,357
47,496
114,567
70,678
409,375
194,366
528,347
396,273
437,183
315,465
499,86
61,200
129,88
406,200
252,331
441,189
450,649
454,289
153,544
409,1259
409,412
543,141
531,356
143,135
428,746
110,1210
348,38
211,131
457,348
402,1054
208,1113
474,618
543,72
47,178
534,200
343,614
523,343
366,7
453,68
534,736
478,167
41,25
8,111
110,549
447,97
309,1011
308,496
285,614
202,231
76,783
144,250
110,1260
104,719
503,594
185,321
442,95
139,501
180,12
428,1460
56,93
47,6
143,118
166,141
325,611
544,858
100,415
392,537
505,923
461,356
180,91
58,206
376,726
358,160
350,189
372,361
464,799
38,14
29,695
116,564
10,128
140,355
79,269
136,528
530,456
169,60
135,570
129,546
396,130
298,302
421,394
178,801
479,26
73,622
478,512
417,1487
364,385
543,900
464,887
332,288
200,656
115,133
55,179
151,1259
446,456
96,546
223,191
511,528
406,217
409,423
52,299
439,175
351,114
499,877
52,82
428,293
482,538
387,154
534,731
394,26
442,735
465,371
311,63
93,376
489,232
366,128
34,360
62,525
404,101
471,94
224,740
387,717
394,543
181,1113
375,380
447,182
413,998
333,571
457,861
70,396
56,571
523,614
93,361
530,231
402,37
523,921
119,140
22,5
470,734
30,207
534,550
35,1074
434,496
392,428
13,52
45,77
508,1162
394,771
531,52
543,695
275,519
539,417
498,33
545,49
315,273
455,1063
406,442
369,82
252,392
528,512
391,855
254,618
67,433
51,6
38,685
154,754
387,140
411,98
402,1488
42,403
487,734
254,866
78,474
523,454
454,220
394,476
519,46
404,982
199,274
110,377
413,97
545,102
38,1489
412,112
37,1223
97,435
496,288
491,994
454,169
531,462
64,244
477,1128
379,494
442,96
142,736
390,479
35,298
226,366
377,121
501,36
270,1104
206,29
493,38
162,244
500,476
17,767
341,348
494,115
58,362
194,156
442,707
28,349
530,136
512,739
39,280
428,53
75,1490
421,172
186,471
499,446
339,808
136,367
519,179
402,1003
479,814
515,331
408,89
319,148
15,357
413,331
311,732
12,331
527,87
531,262
333,75
384,1001
394,877
493,297
369,440
398,360
518,656
328,297
535,77
537,569
519,456
97,49
332,166
105,877
493,58
364,434
68,829
488,387
413,607
226,211
192,511
313,65
52,229
369,375
413,208
446,1076
226,182
528,562
295,509
58,521
463,233
428,1164
15,305
421,80
63,936
17,1241
462,629
492,230
488,357
333,271
352,71
116,530
482,361
114,137
435,302
491,217
479,450
477,157
519,65
457,176
163,1124
489,345
293,95
491,273
38,1491
430,101
166,30
136,256
175,151
519,73
507,420
7,204
399,283
23,1401
20,86
99,111
38,573
336,424
119,254
18,1049
32,7
546,131
542,118
379,451
501,226
476,87
512,287
57,1104
547,860
340,525
492,307
71,22
37,269
358,71
479,179
15,818
534,767
393,145
442,966
472,209
538,207
428,5
518,652
80,101
23,202
60,544
248,110
341,46
460,751
129,989
466,816
430,949
343,695
98,161
501,274
523,681
28,44
143,113
138,541
531,896
489,296
2,899
238,1002
516,364
18,297
155,95
80,111
499,309
80,1120
342,147
491,607
19,1492
333,5
439,719
30,83
499,316
542,536
487,1227
409,116
394,528
20,758
481,225
516,475
17,23
68,703
442,550
379,726
493,211
467,4
281,517
387,286
496,693
446,339
300,614
262,997
455,1155
161,911
18,355
421,981
317,235
70,978
96,110
402,982
430,31
387,875
191,329
543,51
542,26
180,247
402,794
182,77
524,351
442,995
501,446
447,347
181,510
485,609
165,900
457,177
218,225
409,630
239,242
511,693
440,302
546,136
489,523
442,100
348,502
477,24
531,508
311,535
329,552
15,661
353,113
387,1101
32,191
538,242
474,153
444,60
428,1197
63,320
302,1117
333,580
229,487
531,579
65,742
45,691
519,329
333,408
92,719
225,754
47,698
30,142
405,471
311,93
191,482
30,1008
402,449
158,513
137,329
264,494
23,112
25,783
427,140
14,890
39,249
162,590
428,1260
180,1097
124,408
83,29
39,117
499,247
158,143
448,557
353,172
37,153
457,144
380,863
458,1
225,256
238,280
1,201
13,174
445,582
374,221
184,1460
325,441
341,276
375,367
467,599
107,355
208,375
528,482
68,298
37,564
543,116
34,491
455,389
548,326
35,707
533,325
253,996
26,247
394,221
494,866
138,555
539,347
429,51
404,453
11,262
369,113
542,156
506,95
81,386
47,735
505,211
90,447
59,485
292,1493
257,116
365,311
54,83
248,458
365,239
488,175
17,471
304,367
131,198
547,681
343,280
75,161
184,139
46,842
315,103
11,338
421,793
68,133
384,405
549,432
534,1442
379,580
264,703
377,980
319,361
181,155
536,347
182,433
89,110
402,19
57,347
479,47
454,79
102,32
501,423
505,93
26,342
110,229
477,179
129,302
416,290
264,97
413,12
384,646
546,685
339,146
455,550
546,432
181,458
448,101
205,113
39,345
539,796
146,665
120,668
384,74
47,682
444,355
440,569
176,408
375,57
405,366
421,159
353,32
493,199
174,12
464,575
38,157
210,95
71,356
442,261
534,1264
447,496
198,387
523,1113
409,1145
463,142
484,1146
339,820
442,1253
46,44
357,511
394,1142
550,209
264,318
405,529
53,862
91,124
437,1223
102,480
448,383
450,200
447,714
19,1494
417,474
428,781
255,135
23,431
308,923
530,750
537,179
442,1495
205,826
5,23
440,622
68,523
60,475
536,417
501,431
447,73
100,291
379,140
503,335
335,208
119,33
70,227
454,166
2,373
313,307
313,214
339,415
485,213
234,404
491,1019
103,186
353,492
402,1015
343,357
65,247
535,196
310,102
463,1028
498,108
22,337
454,499
311,368
523,58
491,526
501,1079
376,339
52,52
367,168
295,307
388,612
3,431
531,101
199,824
332,108
551,471
406,1414
169,140
522,261
82,77
438,568
453,367
208,368
270,322
367,49
434,801
3,30
394,92
402,1101
519,298
471,156
246,389
8,808
491,438
378,157
52,101
442,531
162,1180
342,1023
248,125
530,240
80,78
356,140
519,66
91,428
133,413
91,64
205,61
136,26
126,1315
328,189
347,209
414,612
501,1097
315,746
126,576
489,1044
469,52
532,56
359,45
541,630
434,886
285,476
80,798
39,101
102,488
377,141
491,175
343,87
417,806
552,339
127,1077
448,120
392,231
553,43
161,278
45,552
61,387
339,28
417,386
494,690
68,145
37,103
366,768
12,656
19,509
523,608
166,52
58,208
530,415
496,1442
512,416
427,288
124,357
437,151
489,191
496,1496
342,172
174,10
22,1167
225,561
226,230
430,1168
343,471
30,663
162,291
402,1408
39,501
250,88
63,329
54,161
500,156
38,185
421,710
531,361
100,356
384,333
191,31
189,214
391,100
37,926
507,891
8,1016
523,347
439,1077
349,360
93,289
501,93
464,702
409,219
379,6
45,174
19,342
443,960
406,288
516,406
417,76
428,240
506,280
43,23
448,355
458,807
77,458
554,581
133,608
447,546
377,189
457,83
534,738
369,83
413,52
348,276
1,243
454,63
552,136
130,24
517,686
48,140
19,528
372,256
365,144
209,139
317,866
325,681
489,54
531,506
453,211
54,1307
1,48
102,254
546,72
463,159
439,855
89,185
511,973
467,112
116,52
402,1180
402,1099
24,551
131,77
471,20
248,357
41,808
536,877
394,704
384,763
530,25
162,417
313,421
82,49
41,472
402,1111
480,446
409,240
421,405
100,46
210,24
96,49
446,729
439,331
523,725
356,507
546,358
329,1100
68,900
9,905
158,305
429,755
10,194
452,115
310,193
27,136
73,231
387,1095
248,852
19,726
402,256
83,318
440,136
548,561
428,827
70,85
479,426
91,366
516,867
1,426
126,541
458,870
37,33
45,201
499,307
364,92
332,24
546,409
434,1004
512,1076
146,357
333,550
488,225
528,541
25,799
365,241
96,142
80,754
489,946
169,472
19,592
22,522
209,568
531,423
548,408
90,316
120,511
175,1225
325,136
467,235
83,491
318,98
224,718
6,216
64,1497
136,1498
377,475
413,497
180,305
48,23
450,666
450,101
22,207
453,302
194,574
58,856
463,121
95,634
333,828
428,549
463,654
516,275
526,608
248,528
409,1109
434,22
122,100
448,357
88,1159
246,669
90,56
19,58
138,260
496,89
555,209
454,796
260,0
35,245
455,240
325,1137
61,175
464,600
550,49
451,1384
446,540
136,100
16,491
533,600
376,182
309,194
175,771
339,165
425,144
413,203
55,120
54,458
88,423
214,1086
409,299
65,313
377,411
446,330
25,1272
91,438
469,1479
47,229
478,223
447,110
46,403
441,555
363,571
126,1446
81,200
192,969
333,538
209,665
100,734
543,73
60,250
556,3
165,179
534,423
19,754
302,230
491,375
318,207
496,467
546,289
155,594
10,600
246,229
551,389
348,593
387,685
420,502
100,325
95,434
26,628
101,310
75,875
3,239
462,1098
546,1076
75,1378
25,719
369,512
442,694
546,864
15,565
506,609
98,178
532,474
15,367
440,934
296,133
496,695
100,211
71,573
436,117
505,33
72,329
455,379
120,10
358,482
534,433
533,404
506,1023
369,221
114,669
402,218
311,549
183,311
534,797
549,103
393,189
485,1027
71,873
41,864
366,320
111,26
107,434
325,146
207,17
409,56
34,140
442,1403
364,71
311,751
442,828
523,227
364,428
454,179
181,858
88,93
421,367
352,406
532,247
202,166
11,981
366,239
517,1346
226,888
530,23
246,931
465,278
486,136
374,112
447,431
87,751
396,251
402,754
261,565
366,75
508,719
116,253
496,216
479,60
23,318
494,256
95,704
470,288
180,268
439,228
531,242
10,12
12,973
387,34
192,1189
61,1427
339,10
496,233
45,256
556,150
195,53
433,1018
48,151
352,302
183,571
295,209
68,396
446,816
539,794
379,1009
381,638
535,204
285,101
144,693
539,182
3,101
2,478
63,1047
481,622
346,68
80,783
421,103
538,389
23,102
523,97
499,70
129,235
476,769
504,942
523,450
393,351
396,367
377,500
550,357
76,324
447,320
523,204
201,0
379,861
491,305
63,592
454,647
120,144
341,431
548,304
51,1177
450,182
536,465
95,893
487,229
519,488
421,92
530,191
335,92
403,104
340,389
463,447
366,1102
402,1499
496,630
474,599
465,392
102,298
153,607
64,460
45,111
38,684
93,133
52,365
249,862
210,83
318,423
379,59
90,366
539,86
556,94
467,34
499,619
409,853
51,307
309,54
138,408
543,1067
333,250
498,320
14,1166
311,341
23,320
157,93
283,256
300,420
428,707
102,511
65,196
15,450
205,273
461,389
85,1059
433,876
517,876
45,140
443,72
486,289
377,315
90,409
308,96
534,233
551,669
96,95
485,223
375,543
130,165
536,318
27,1022
501,264
72,707
551,76
504,104
530,571
476,60
71,1446
409,62
374,66
138,82
263,172
100,1005
2,342
499,140
75,330
254,342
194,12
417,878
416,381
433,614
496,264
513,261
85,656
39,185
467,1090
536,57
24,394
383,97
45,120
183,54
348,217
333,1316
528,216
43,321
387,591
505,721
476,509
463,961
62,935
413,144
463,158
553,99
94,166
402,74
476,356
218,1022
77,112
339,127
429,779
39,229
488,49
19,1460
58,345
65,356
342,99
285,78
221,108
68,82
305,268
542,275
223,1106
524,1216
173,201
491,413
17,443
339,435
116,514
313,1107
349,976
499,55
339,9
546,814
476,418
24,549
366,200
453,82
533,570
500,216
413,5
431,184
549,350
302,57
11,1119
17,9
530,64
538,417
169,496
90,527
537,254
43,499
465,340
493,63
539,581
454,330
534,1294
461,669
476,518
65,656
38,225
421,352
523,406
285,100
397,357
312,1004
352,240
546,623
532,423
126,619
45,707
421,326
546,420
518,403
445,0
99,336
479,112
192,982
103,125
540,436
530,656
546,710
359,269
86,274
65,1407
34,97
520,360
38,1097
546,52
476,382
409,70
39,356
54,52
102,949
430,48
103,23
430,34
18,1244
339,843
546,408
473,1069
485,925
548,1020
7,890
481,108
494,311
414,102
517,382
519,57
534,390
58,24
428,858
474,254
19,1235
403,144
90,508
428,734
537,77
213,43
491,1112
127,25
65,401
421,913
305,1120
45,186
210,97
454,329
206,288
556,56
463,24
169,269
145,554
95,544
557,155
114,186
551,490
60,58
310,468
117,435
406,351
499,363
16,465
17,826
19,1079
377,55
534,1090
528,44
169,178
558,145
557,438
17,408
553,730
492,347
203,72
446,105
